Time,Position_X,Position_Y,Position_Z,Orientation_W,Orientation_X,Orientation_Y,Orientation_Z,Velocity_X,Velocity_Y,Velocity_Z,AngularVelocity_X,AngularVelocity_Y,AngularVelocity_Z,SemiMajorAxis,Eccentricity,Inclination,RAAN,ArgumentOfPeriapsis,MeanAnomaly,DeltaV
0,-1489.94,-6832.43,1.49184,1,0,0,0,-1.11505,0.243954,7.45922,0,0,0,6986.01,0.00100678,98.7,257.7,186.153,173.859,0
0.1,-1490.17,-6832.38,2.98369,1,0,0,0,-1.11487,0.24475,7.45922,0,0,0,6986.01,0.00102393,98.7,257.7,192.168,167.857,0
0.2,-1490.39,-6832.33,4.47553,1,0,0,0,-1.1147,0.245547,7.45922,0,0,0,6986.01,0.00105191,98.7,257.7,197.924,162.113,0
0.3,-1490.61,-6832.28,5.96738,1,0,0,0,-1.11453,0.246343,7.45922,0,0,0,6986.01,0.00108988,98.7,257.7,203.331,156.719,0
0.4,-1490.84,-6832.23,7.45922,1,0,0,0,-1.11435,0.247139,7.45922,0,0,0,6986.01,0.00113684,98.7,257.7,208.333,151.729,0
0.5,-1491.06,-6832.18,8.95107,1,0,0,0,-1.11418,0.247936,7.45922,0,0,0,6986.01,0.00119173,98.7,257.7,212.908,147.166,0
0.6,-1491.28,-6832.13,10.4429,1,0,0,0,-1.114,0.248732,7.45922,0,0,0,6986.01,0.0012535,98.7,257.7,217.056,143.03,0
0.7,-1491.5,-6832.08,11.9348,1,0,0,0,-1.11383,0.249528,7.45922,0,0,0,6986.01,0.00132119,98.7,257.7,220.798,139.3,0
0.8,-1491.73,-6832.03,13.4266,1,0,0,0,-1.11366,0.250325,7.45922,0,0,0,6986.01,0.00139395,98.7,257.7,224.164,135.948,0
0.9,-1491.95,-6831.98,14.9184,1,0,0,0,-1.11348,0.251121,7.45922,0,0,0,6986.02,0.00147101,98.7,257.7,227.186,132.937,0
1,-1492.17,-6831.93,16.4103,1,0,0,0,-1.11331,0.251917,7.45921,0,0,0,6986.02,0.00155173,98.7,257.7,229.902,130.234,0
1.1,-1492.4,-6831.88,17.9021,1,0,0,0,-1.11314,0.252714,7.45921,0,0,0,6986.02,0.00163558,98.7,257.7,232.345,127.803,0
1.2,-1492.62,-6831.83,19.394,1,0,0,0,-1.11296,0.25351,7.45921,0,0,0,6986.02,0.0017221,98.7,257.7,234.547,125.614,0
1.3,-1492.84,-6831.78,20.8858,1,0,0,0,-1.11279,0.254306,7.45921,0,0,0,6986.02,0.0018109,98.7,257.7,236.536,123.637,0
1.4,-1493.06,-6831.73,22.3777,1,0,0,0,-1.11261,0.255103,7.45921,0,0,0,6986.03,0.00190167,98.7,257.7,238.338,121.848,0
1.5,-1493.29,-6831.68,23.8695,1,0,0,0,-1.11244,0.255899,7.4592,0,0,0,6986.03,0.00199414,98.7,257.7,239.975,120.223,0
1.6,-1493.51,-6831.63,25.3613,1,0,0,0,-1.11227,0.256695,7.4592,0,0,0,6986.03,0.00208807,98.7,257.7,241.466,118.744,0
1.7,-1493.73,-6831.58,26.8532,1,0,0,0,-1.11209,0.257492,7.4592,0,0,0,6986.03,0.00218329,98.7,257.7,242.828,117.394,0
1.8,-1493.95,-6831.53,28.345,1,0,0,0,-1.11192,0.258288,7.45919,0,0,0,6986.04,0.00227963,98.7,257.7,244.077,116.158,0
1.9,-1494.18,-6831.47,29.8368,1,0,0,0,-1.11174,0.259084,7.45919,0,0,0,6986.04,0.00237695,98.7,257.7,245.224,115.023,0
2,-1494.4,-6831.42,31.3287,1,0,0,0,-1.11157,0.25988,7.45919,0,0,0,6986.04,0.00247514,98.7,257.7,246.281,113.978,0
2.1,-1494.62,-6831.37,32.8205,1,0,0,0,-1.11139,0.260677,7.45918,0,0,0,6986.05,0.0025741,98.7,257.7,247.258,113.014,0
2.2,-1494.84,-6831.32,34.3124,1,0,0,0,-1.11122,0.261473,7.45918,0,0,0,6986.05,0.00267374,98.7,257.7,248.162,112.122,0
2.3,-1495.06,-6831.26,35.8042,1,0,0,0,-1.11105,0.262269,7.45918,0,0,0,6986.05,0.00277399,98.7,257.7,249.002,111.295,0
2.4,-1495.29,-6831.21,37.296,1,0,0,0,-1.11087,0.263065,7.45917,0,0,0,6986.06,0.00287479,98.7,257.7,249.784,110.525,0
2.5,-1495.51,-6831.16,38.7879,1,0,0,0,-1.1107,0.263862,7.45917,0,0,0,6986.06,0.00297608,98.7,257.7,250.512,109.809,0
2.6,-1495.73,-6831.11,40.2797,1,0,0,0,-1.11052,0.264658,7.45916,0,0,0,6986.07,0.00307781,98.7,257.7,251.194,109.14,0
2.7,-1495.95,-6831.05,41.7715,1,0,0,0,-1.11035,0.265454,7.45916,0,0,0,6986.07,0.00317994,98.7,257.7,251.832,108.515,0
2.8,-1496.17,-6831,43.2634,1,0,0,0,-1.11017,0.26625,7.45915,0,0,0,6986.08,0.00328244,98.7,257.7,252.43,107.929,0
2.9,-1496.4,-6830.95,44.7552,1,0,0,0,-1.11,0.267046,7.45915,0,0,0,6986.08,0.00338526,98.7,257.7,252.993,107.378,0
3,-1496.62,-6830.89,46.247,1,0,0,0,-1.10983,0.267843,7.45914,0,0,0,6986.09,0.00348838,98.7,257.7,253.522,106.861,0
3.1,-1496.84,-6830.84,47.7388,1,0,0,0,-1.10965,0.268639,7.45914,0,0,0,6986.09,0.00359178,98.7,257.7,254.022,106.374,0
3.2,-1497.06,-6830.79,49.2307,1,0,0,0,-1.10948,0.269435,7.45913,0,0,0,6986.1,0.00369543,98.7,257.7,254.494,105.914,0
3.3,-1497.28,-6830.73,50.7225,1,0,0,0,-1.1093,0.270231,7.45913,0,0,0,6986.1,0.00379931,98.7,257.7,254.941,105.48,0
3.4,-1497.51,-6830.68,52.2143,1,0,0,0,-1.10913,0.271027,7.45912,0,0,0,6986.11,0.0039034,98.7,257.7,255.364,105.069,0
3.5,-1497.73,-6830.62,53.7061,1,0,0,0,-1.10895,0.271823,7.45911,0,0,0,6986.11,0.00400769,98.7,257.7,255.765,104.68,0
3.6,-1497.95,-6830.57,55.198,1,0,0,0,-1.10878,0.27262,7.45911,0,0,0,6986.12,0.00411215,98.7,257.7,256.146,104.311,0
3.7,-1498.17,-6830.51,56.6898,1,0,0,0,-1.1086,0.273416,7.4591,0,0,0,6986.12,0.00421679,98.7,257.7,256.509,103.961,0
3.8,-1498.39,-6830.46,58.1816,1,0,0,0,-1.10843,0.274212,7.45909,0,0,0,6986.13,0.00432158,98.7,257.7,256.854,103.628,0
3.9,-1498.61,-6830.4,59.6734,1,0,0,0,-1.10826,0.275008,7.45909,0,0,0,6986.14,0.00442651,98.7,257.7,257.184,103.311,0
4,-1498.84,-6830.35,61.1652,1,0,0,0,-1.10808,0.275804,7.45908,0,0,0,6986.14,0.00453158,98.7,257.7,257.498,103.009,0
4.1,-1499.06,-6830.29,62.6571,1,0,0,0,-1.10791,0.2766,7.45907,0,0,0,6986.15,0.00463678,98.7,257.7,257.799,102.721,0
4.2,-1499.28,-6830.24,64.1489,1,0,0,0,-1.10773,0.277396,7.45907,0,0,0,6986.16,0.00474209,98.7,257.7,258.086,102.446,0
4.3,-1499.5,-6830.18,65.6407,1,0,0,0,-1.10756,0.278192,7.45906,0,0,0,6986.16,0.0048475,98.7,257.7,258.361,102.183,0
4.4,-1499.72,-6830.13,67.1325,1,0,0,0,-1.10738,0.278988,7.45905,0,0,0,6986.17,0.00495303,98.7,257.7,258.625,101.932,0
4.5,-1499.94,-6830.07,68.6243,1,0,0,0,-1.10721,0.279784,7.45904,0,0,0,6986.18,0.00505864,98.7,257.7,258.878,101.691,0
4.6,-1500.17,-6830.01,70.1161,1,0,0,0,-1.10703,0.28058,7.45904,0,0,0,6986.19,0.00516435,98.7,257.7,259.121,101.461,0
4.7,-1500.39,-6829.96,71.6079,1,0,0,0,-1.10686,0.281376,7.45903,0,0,0,6986.19,0.00527014,98.7,257.7,259.354,101.24,0
4.8,-1500.61,-6829.9,73.0997,1,0,0,0,-1.10668,0.282173,7.45902,0,0,0,6986.2,0.00537601,98.7,257.7,259.578,101.028,0
4.9,-1500.83,-6829.85,74.5915,1,0,0,0,-1.10651,0.282969,7.45901,0,0,0,6986.21,0.00548195,98.7,257.7,259.794,100.824,0
5,-1501.05,-6829.79,76.0833,1,0,0,0,-1.10633,0.283765,7.459,0,0,0,6986.22,0.00558797,98.7,257.7,260.002,100.628,0
5.1,-1501.27,-6829.73,77.5751,1,0,0,0,-1.10616,0.284561,7.45899,0,0,0,6986.23,0.00569405,98.7,257.7,260.203,100.44,0
5.2,-1501.49,-6829.67,79.0669,1,0,0,0,-1.10598,0.285357,7.45898,0,0,0,6986.24,0.00580019,98.7,257.7,260.396,100.259,0
5.3,-1501.71,-6829.62,80.5587,1,0,0,0,-1.10581,0.286153,7.45897,0,0,0,6986.24,0.0059064,98.7,257.7,260.583,100.085,0
5.4,-1501.94,-6829.56,82.0505,1,0,0,0,-1.10563,0.286949,7.45897,0,0,0,6986.25,0.00601266,98.7,257.7,260.763,99.917,0
5.5,-1502.16,-6829.5,83.5423,1,0,0,0,-1.10546,0.287744,7.45896,0,0,0,6986.26,0.00611897,98.7,257.7,260.937,99.7552,0
5.6,-1502.38,-6829.44,85.0341,1,0,0,0,-1.10528,0.28854,7.45895,0,0,0,6986.27,0.00622533,98.7,257.7,261.106,99.5991,0
5.7,-1502.6,-6829.39,86.5259,1,0,0,0,-1.10511,0.289336,7.45894,0,0,0,6986.28,0.00633175,98.7,257.7,261.269,99.4484,0
5.8,-1502.82,-6829.33,88.0177,1,0,0,0,-1.10493,0.290132,7.45893,0,0,0,6986.29,0.0064382,98.7,257.7,261.427,99.3029,0
5.9,-1503.04,-6829.27,89.5094,1,0,0,0,-1.10476,0.290928,7.45892,0,0,0,6986.3,0.0065447,98.7,257.7,261.58,99.1624,0
6,-1503.26,-6829.21,91.0012,1,0,0,0,-1.10458,0.291724,7.45891,0,0,0,6986.31,0.00665124,98.7,257.7,261.728,99.0265,0
6.1,-1503.48,-6829.15,92.493,1,0,0,0,-1.10441,0.29252,7.4589,0,0,0,6986.32,0.00675782,98.7,257.7,261.871,98.8952,0
6.2,-1503.7,-6829.09,93.9848,1,0,0,0,-1.10423,0.293316,7.45888,0,0,0,6986.33,0.00686444,98.7,257.7,262.011,98.7681,0
6.3,-1503.92,-6829.04,95.4765,1,0,0,0,-1.10406,0.294112,7.45887,0,0,0,6986.34,0.0069711,98.7,257.7,262.146,98.6451,0
6.4,-1504.14,-6828.98,96.9683,1,0,0,0,-1.10388,0.294908,7.45886,0,0,0,6986.35,0.00707778,98.7,257.7,262.278,98.526,0
6.5,-1504.37,-6828.92,98.4601,1,0,0,0,-1.10371,0.295704,7.45885,0,0,0,6986.36,0.0071845,98.7,257.7,262.406,98.4106,0
6.6,-1504.59,-6828.86,99.9519,1,0,0,0,-1.10353,0.296499,7.45884,0,0,0,6986.37,0.00729125,98.7,257.7,262.53,98.2988,0
6.7,-1504.81,-6828.8,101.444,1,0,0,0,-1.10335,0.297295,7.45883,0,0,0,6986.38,0.00739803,98.7,257.7,262.65,98.1903,0
6.8,-1505.03,-6828.74,102.935,1,0,0,0,-1.10318,0.298091,7.45882,0,0,0,6986.39,0.00750484,98.7,257.7,262.768,98.0852,0
6.9,-1505.25,-6828.68,104.427,1,0,0,0,-1.103,0.298887,7.4588,0,0,0,6986.4,0.00761168,98.7,257.7,262.882,97.9831,0
7,-1505.47,-6828.62,105.919,1,0,0,0,-1.10283,0.299683,7.45879,0,0,0,6986.42,0.00771854,98.7,257.7,262.994,97.8841,0
7.1,-1505.69,-6828.56,107.411,1,0,0,0,-1.10265,0.300479,7.45878,0,0,0,6986.43,0.00782543,98.7,257.7,263.102,97.7879,0
7.2,-1505.91,-6828.5,108.902,1,0,0,0,-1.10248,0.301274,7.45877,0,0,0,6986.44,0.00793234,98.7,257.7,263.208,97.6945,0
7.3,-1506.13,-6828.44,110.394,1,0,0,0,-1.1023,0.30207,7.45875,0,0,0,6986.45,0.00803927,98.7,257.7,263.311,97.6038,0
7.4,-1506.35,-6828.38,111.886,1,0,0,0,-1.10213,0.302866,7.45874,0,0,0,6986.46,0.00814623,98.7,257.7,263.412,97.5155,0
7.5,-1506.57,-6828.32,113.378,1,0,0,0,-1.10195,0.303662,7.45873,0,0,0,6986.48,0.0082532,98.7,257.7,263.51,97.4298,0
7.6,-1506.79,-6828.26,114.869,1,0,0,0,-1.10178,0.304457,7.45872,0,0,0,6986.49,0.0083602,98.7,257.7,263.606,97.3464,0
7.7,-1507.01,-6828.2,116.361,1,0,0,0,-1.1016,0.305253,7.4587,0,0,0,6986.5,0.00846722,98.7,257.7,263.699,97.2652,0
7.8,-1507.23,-6828.13,117.853,1,0,0,0,-1.10142,0.306049,7.45869,0,0,0,6986.51,0.00857425,98.7,257.7,263.791,97.1862,0
7.9,-1507.45,-6828.07,119.345,1,0,0,0,-1.10125,0.306845,7.45867,0,0,0,6986.53,0.0086813,98.7,257.7,263.88,97.1094,0
8,-1507.67,-6828.01,120.836,1,0,0,0,-1.10107,0.30764,7.45866,0,0,0,6986.54,0.00878837,98.7,257.7,263.967,97.0345,0
8.1,-1507.89,-6827.95,122.328,1,0,0,0,-1.1009,0.308436,7.45865,0,0,0,6986.55,0.00889546,98.7,257.7,264.052,96.9616,0
8.2,-1508.11,-6827.89,123.82,1,0,0,0,-1.10072,0.309232,7.45863,0,0,0,6986.57,0.00900256,98.7,257.7,264.136,96.8906,0
8.3,-1508.33,-6827.83,125.312,1,0,0,0,-1.10055,0.310027,7.45862,0,0,0,6986.58,0.00910968,98.7,257.7,264.217,96.8214,0
8.4,-1508.55,-6827.76,126.803,1,0,0,0,-1.10037,0.310823,7.4586,0,0,0,6986.59,0.00921682,98.7,257.7,264.297,96.754,0
8.5,-1508.77,-6827.7,128.295,1,0,0,0,-1.10019,0.311619,7.45859,0,0,0,6986.61,0.00932396,98.7,257.7,264.375,96.6882,0
8.6,-1508.99,-6827.64,129.787,1,0,0,0,-1.10002,0.312414,7.45857,0,0,0,6986.62,0.00943112,98.7,257.7,264.452,96.6241,0
8.7,-1509.21,-6827.58,131.278,1,0,0,0,-1.09984,0.31321,7.45856,0,0,0,6986.64,0.0095383,98.7,257.7,264.526,96.5616,0
8.8,-1509.43,-6827.51,132.77,1,0,0,0,-1.09967,0.314005,7.45854,0,0,0,6986.65,0.00964549,98.7,257.7,264.6,96.5006,0
8.9,-1509.65,-6827.45,134.262,1,0,0,0,-1.09949,0.314801,7.45853,0,0,0,6986.66,0.00975269,98.7,257.7,264.672,96.4411,0
9,-1509.87,-6827.39,135.754,1,0,0,0,-1.09932,0.315597,7.45851,0,0,0,6986.68,0.0098599,98.7,257.7,264.742,96.383,0
9.1,-1510.09,-6827.32,137.245,1,0,0,0,-1.09914,0.316392,7.4585,0,0,0,6986.69,0.00996712,98.7,257.7,264.811,96.3262,0
9.2,-1510.31,-6827.26,138.737,1,0,0,0,-1.09896,0.317188,7.45848,0,0,0,6986.71,0.0100744,98.7,257.7,264.879,96.2709,0
9.3,-1510.53,-6827.2,140.229,1,0,0,0,-1.09879,0.317983,7.45846,0,0,0,6986.72,0.0101816,98.7,257.7,264.945,96.2168,0
9.4,-1510.75,-6827.13,141.72,1,0,0,0,-1.09861,0.318779,7.45845,0,0,0,6986.74,0.0102889,98.7,257.7,265.011,96.164,0
9.5,-1510.97,-6827.07,143.212,1,0,0,0,-1.09844,0.319574,7.45843,0,0,0,6986.76,0.0103961,98.7,257.7,265.075,96.1123,0
9.6,-1511.19,-6827.01,144.704,1,0,0,0,-1.09826,0.32037,7.45841,0,0,0,6986.77,0.0105034,98.7,257.7,265.137,96.0619,0
9.7,-1511.41,-6826.94,146.195,1,0,0,0,-1.09808,0.321165,7.4584,0,0,0,6986.79,0.0106107,98.7,257.7,265.199,96.0126,0
9.8,-1511.63,-6826.88,147.687,1,0,0,0,-1.09791,0.321961,7.45838,0,0,0,6986.8,0.010718,98.7,257.7,265.26,95.9645,0
9.9,-1511.85,-6826.81,149.179,1,0,0,0,-1.09773,0.322756,7.45836,0,0,0,6986.82,0.0108253,98.7,257.7,265.319,95.9174,0
10,-1512.07,-6826.75,150.67,1,0,0,0,-1.09755,0.323552,7.45835,0,0,0,6986.84,0.0109326,98.7,257.7,265.377,95.8713,0
10.1,-1512.29,-6826.68,152.162,1,0,0,0,-1.09738,0.324347,7.45833,0,0,0,6986.85,0.0110399,98.7,257.7,265.435,95.8263,0
10.2,-1512.51,-6826.62,153.654,1,0,0,0,-1.0972,0.325143,7.45831,0,0,0,6986.87,0.0111472,98.7,257.7,265.491,95.7822,0
10.3,-1512.73,-6826.55,155.145,1,0,0,0,-1.09703,0.325938,7.45829,0,0,0,6986.89,0.0112546,98.7,257.7,265.547,95.7392,0
10.4,-1512.95,-6826.49,156.637,1,0,0,0,-1.09685,0.326733,7.45827,0,0,0,6986.9,0.0113619,98.7,257.7,265.601,95.697,0
10.5,-1513.17,-6826.42,158.129,1,0,0,0,-1.09667,0.327529,7.45826,0,0,0,6986.92,0.0114693,98.7,257.7,265.655,95.6557,0
10.6,-1513.39,-6826.36,159.62,1,0,0,0,-1.0965,0.328324,7.45824,0,0,0,6986.94,0.0115766,98.7,257.7,265.708,95.6154,0
10.7,-1513.6,-6826.29,161.112,1,0,0,0,-1.09632,0.32912,7.45822,0,0,0,6986.95,0.011684,98.7,257.7,265.759,95.5759,0
10.8,-1513.82,-6826.22,162.604,1,0,0,0,-1.09614,0.329915,7.4582,0,0,0,6986.97,0.0117914,98.7,257.7,265.811,95.5372,0
10.9,-1514.04,-6826.16,164.095,1,0,0,0,-1.09597,0.33071,7.45818,0,0,0,6986.99,0.0118987,98.7,257.7,265.861,95.4993,0
11,-1514.26,-6826.09,165.587,1,0,0,0,-1.09579,0.331506,7.45816,0,0,0,6987.01,0.0120061,98.7,257.7,265.91,95.4622,0
11.1,-1514.48,-6826.03,167.078,1,0,0,0,-1.09562,0.332301,7.45814,0,0,0,6987.03,0.0121135,98.7,257.7,265.959,95.4259,0
11.2,-1514.7,-6825.96,168.57,1,0,0,0,-1.09544,0.333096,7.45812,0,0,0,6987.04,0.0122209,98.7,257.7,266.007,95.3903,0
11.3,-1514.92,-6825.89,170.062,1,0,0,0,-1.09526,0.333891,7.4581,0,0,0,6987.06,0.0123283,98.7,257.7,266.054,95.3555,0
11.4,-1515.14,-6825.83,171.553,1,0,0,0,-1.09509,0.334687,7.45808,0,0,0,6987.08,0.0124357,98.7,257.7,266.101,95.3213,0
11.5,-1515.36,-6825.76,173.045,1,0,0,0,-1.09491,0.335482,7.45806,0,0,0,6987.1,0.0125431,98.7,257.7,266.146,95.2879,0
11.6,-1515.58,-6825.69,174.537,1,0,0,0,-1.09473,0.336277,7.45804,0,0,0,6987.12,0.0126505,98.7,257.7,266.191,95.2551,0
11.7,-1515.8,-6825.62,176.028,1,0,0,0,-1.09456,0.337072,7.45802,0,0,0,6987.14,0.012758,98.7,257.7,266.236,95.223,0
11.8,-1516.01,-6825.56,177.52,1,0,0,0,-1.09438,0.337868,7.458,0,0,0,6987.16,0.0128654,98.7,257.7,266.28,95.1915,0
11.9,-1516.23,-6825.49,179.011,1,0,0,0,-1.0942,0.338663,7.45798,0,0,0,6987.18,0.0129728,98.7,257.7,266.323,95.1607,0
12,-1516.45,-6825.42,180.503,1,0,0,0,-1.09403,0.339458,7.45796,0,0,0,6987.2,0.0130803,98.7,257.7,266.366,95.1305,0
12.1,-1516.67,-6825.35,181.995,1,0,0,0,-1.09385,0.340253,7.45794,0,0,0,6987.22,0.0131877,98.7,257.7,266.408,95.1008,0
12.2,-1516.89,-6825.28,183.486,1,0,0,0,-1.09367,0.341048,7.45792,0,0,0,6987.24,0.0132952,98.7,257.7,266.449,95.0717,0
12.3,-1517.11,-6825.22,184.978,1,0,0,0,-1.0935,0.341843,7.4579,0,0,0,6987.26,0.0134026,98.7,257.7,266.49,95.0432,0
12.4,-1517.33,-6825.15,186.469,1,0,0,0,-1.09332,0.342639,7.45788,0,0,0,6987.28,0.0135101,98.7,257.7,266.53,95.0153,0
12.5,-1517.55,-6825.08,187.961,1,0,0,0,-1.09314,0.343434,7.45785,0,0,0,6987.3,0.0136175,98.7,257.7,266.57,94.9879,0
12.6,-1517.76,-6825.01,189.452,1,0,0,0,-1.09297,0.344229,7.45783,0,0,0,6987.32,0.013725,98.7,257.7,266.609,94.961,0
12.7,-1517.98,-6824.94,190.944,1,0,0,0,-1.09279,0.345024,7.45781,0,0,0,6987.34,0.0138324,98.7,257.7,266.648,94.9346,0
12.8,-1518.2,-6824.87,192.436,1,0,0,0,-1.09261,0.345819,7.45779,0,0,0,6987.36,0.0139399,98.7,257.7,266.686,94.9087,0
12.9,-1518.42,-6824.8,193.927,1,0,0,0,-1.09244,0.346614,7.45777,0,0,0,6987.38,0.0140474,98.7,257.7,266.724,94.8833,0
13,-1518.64,-6824.73,195.419,1,0,0,0,-1.09226,0.347409,7.45774,0,0,0,6987.4,0.0141549,98.7,257.7,266.761,94.8584,0
13.1,-1518.86,-6824.66,196.91,1,0,0,0,-1.09208,0.348204,7.45772,0,0,0,6987.42,0.0142623,98.7,257.7,266.798,94.834,0
13.2,-1519.07,-6824.59,198.402,1,0,0,0,-1.0919,0.348999,7.4577,0,0,0,6987.44,0.0143698,98.7,257.7,266.834,94.81,0
13.3,-1519.29,-6824.52,199.893,1,0,0,0,-1.09173,0.349794,7.45767,0,0,0,6987.46,0.0144773,98.7,257.7,266.87,94.7865,0
13.4,-1519.51,-6824.45,201.385,1,0,0,0,-1.09155,0.350589,7.45765,0,0,0,6987.49,0.0145848,98.7,257.7,266.906,94.7634,0
13.5,-1519.73,-6824.38,202.876,1,0,0,0,-1.09137,0.351384,7.45763,0,0,0,6987.51,0.0146923,98.7,257.7,266.941,94.7408,0
13.6,-1519.95,-6824.31,204.368,1,0,0,0,-1.0912,0.352179,7.4576,0,0,0,6987.53,0.0147998,98.7,257.7,266.975,94.7185,0
13.7,-1520.17,-6824.24,205.859,1,0,0,0,-1.09102,0.352974,7.45758,0,0,0,6987.55,0.0149073,98.7,257.7,267.009,94.6967,0
13.8,-1520.38,-6824.17,207.351,1,0,0,0,-1.09084,0.353769,7.45756,0,0,0,6987.58,0.0150148,98.7,257.7,267.043,94.6753,0
13.9,-1520.6,-6824.1,208.842,1,0,0,0,-1.09067,0.354564,7.45753,0,0,0,6987.6,0.0151223,98.7,257.7,267.077,94.6542,0
14,-1520.82,-6824.03,210.334,1,0,0,0,-1.09049,0.355358,7.45751,0,0,0,6987.62,0.0152298,98.7,257.7,267.11,94.6336,0
14.1,-1521.04,-6823.96,211.825,1,0,0,0,-1.09031,0.356153,7.45748,0,0,0,6987.64,0.0153373,98.7,257.7,267.142,94.6133,0
14.2,-1521.26,-6823.89,213.317,1,0,0,0,-1.09013,0.356948,7.45746,0,0,0,6987.67,0.0154448,98.7,257.7,267.175,94.5934,0
14.3,-1521.47,-6823.81,214.808,1,0,0,0,-1.08996,0.357743,7.45743,0,0,0,6987.69,0.0155523,98.7,257.7,267.206,94.5738,0
14.4,-1521.69,-6823.74,216.3,1,0,0,0,-1.08978,0.358538,7.45741,0,0,0,6987.71,0.0156598,98.7,257.7,267.238,94.5546,0
14.5,-1521.91,-6823.67,217.791,1,0,0,0,-1.0896,0.359333,7.45738,0,0,0,6987.74,0.0157673,98.7,257.7,267.269,94.5358,0
14.6,-1522.13,-6823.6,219.283,1,0,0,0,-1.08943,0.360127,7.45736,0,0,0,6987.76,0.0158748,98.7,257.7,267.3,94.5173,0
14.7,-1522.35,-6823.53,220.774,1,0,0,0,-1.08925,0.360922,7.45733,0,0,0,6987.78,0.0159824,98.7,257.7,267.331,94.4991,0
14.8,-1522.56,-6823.45,222.266,1,0,0,0,-1.08907,0.361717,7.45731,0,0,0,6987.81,0.0160899,98.7,257.7,267.361,94.4813,0
14.9,-1522.78,-6823.38,223.757,1,0,0,0,-1.08889,0.362512,7.45728,0,0,0,6987.83,0.0161974,98.7,257.7,267.391,94.4637,0
15,-1523,-6823.31,225.249,1,0,0,0,-1.08872,0.363306,7.45726,0,0,0,6987.86,0.0163049,98.7,257.7,267.42,94.4465,0
15.1,-1523.22,-6823.24,226.74,1,0,0,0,-1.08854,0.364101,7.45723,0,0,0,6987.88,0.0164125,98.7,257.7,267.45,94.4296,0
15.2,-1523.44,-6823.16,228.231,1,0,0,0,-1.08836,0.364896,7.4572,0,0,0,6987.91,0.01652,98.7,257.7,267.479,94.413,0
15.3,-1523.65,-6823.09,229.723,1,0,0,0,-1.08818,0.36569,7.45718,0,0,0,6987.93,0.0166275,98.7,257.7,267.507,94.3967,0
15.4,-1523.87,-6823.02,231.214,1,0,0,0,-1.08801,0.366485,7.45715,0,0,0,6987.96,0.0167351,98.7,257.7,267.536,94.3806,0
15.5,-1524.09,-6822.94,232.706,1,0,0,0,-1.08783,0.36728,7.45712,0,0,0,6987.98,0.0168426,98.7,257.7,267.564,94.3649,0
15.6,-1524.31,-6822.87,234.197,1,0,0,0,-1.08765,0.368074,7.4571,0,0,0,6988.01,0.0169501,98.7,257.7,267.592,94.3494,0
15.7,-1524.52,-6822.8,235.689,1,0,0,0,-1.08747,0.368869,7.45707,0,0,0,6988.03,0.0170577,98.7,257.7,267.619,94.3342,0
15.8,-1524.74,-6822.72,237.18,1,0,0,0,-1.0873,0.369663,7.45704,0,0,0,6988.06,0.0171652,98.7,257.7,267.646,94.3193,0
15.9,-1524.96,-6822.65,238.671,1,0,0,0,-1.08712,0.370458,7.45701,0,0,0,6988.08,0.0172727,98.7,257.7,267.673,94.3047,0
16,-1525.18,-6822.57,240.163,1,0,0,0,-1.08694,0.371252,7.45699,0,0,0,6988.11,0.0173803,98.7,257.7,267.7,94.2903,0
16.1,-1525.39,-6822.5,241.654,1,0,0,0,-1.08676,0.372047,7.45696,0,0,0,6988.14,0.0174878,98.7,257.7,267.727,94.2761,0
16.2,-1525.61,-6822.43,243.146,1,0,0,0,-1.08659,0.372841,7.45693,0,0,0,6988.16,0.0175954,98.7,257.7,267.753,94.2622,0
16.3,-1525.83,-6822.35,244.637,1,0,0,0,-1.08641,0.373636,7.4569,0,0,0,6988.19,0.0177029,98.7,257.7,267.779,94.2485,0
16.4,-1526.04,-6822.28,246.128,1,0,0,0,-1.08623,0.37443,7.45687,0,0,0,6988.22,0.0178104,98.7,257.7,267.805,94.2351,0
16.5,-1526.26,-6822.2,247.62,1,0,0,0,-1.08605,0.375225,7.45684,0,0,0,6988.24,0.017918,98.7,257.7,267.83,94.2219,0
16.6,-1526.48,-6822.13,249.111,1,0,0,0,-1.08588,0.376019,7.45681,0,0,0,6988.27,0.0180255,98.7,257.7,267.856,94.209,0
16.7,-1526.7,-6822.05,250.602,1,0,0,0,-1.0857,0.376814,7.45679,0,0,0,6988.3,0.0181331,98.7,257.7,267.881,94.1963,0
16.8,-1526.91,-6821.97,252.094,1,0,0,0,-1.08552,0.377608,7.45676,0,0,0,6988.33,0.0182406,98.7,257.7,267.906,94.1838,0
16.9,-1527.13,-6821.9,253.585,1,0,0,0,-1.08534,0.378402,7.45673,0,0,0,6988.35,0.0183482,98.7,257.7,267.93,94.1715,0
17,-1527.35,-6821.82,255.076,1,0,0,0,-1.08516,0.379197,7.4567,0,0,0,6988.38,0.0184557,98.7,257.7,267.955,94.1594,0
17.1,-1527.56,-6821.75,256.568,1,0,0,0,-1.08499,0.379991,7.45667,0,0,0,6988.41,0.0185633,98.7,257.7,267.979,94.1476,0
17.2,-1527.78,-6821.67,258.059,1,0,0,0,-1.08481,0.380785,7.45664,0,0,0,6988.44,0.0186708,98.7,257.7,268.003,94.1359,0
